Sub-Category,% Sales Proft Ratio,% Sales Proft Ratio L,Profit Ratio,Category,City,Country,Customer Name,Discount,Manufacturer,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State
Binders,0.34,34,0.34,Office Supplies,San Francisco,United States,Ruben Ausman,0.2,Fellowes,1,9/27/2014,US-2014-106145,94109,Fellowes PB300 Plastic Comb Binding Machine,314,3,West,931,Corporate,9/27/2014,Same Day,California
Binders,0.36,36,0.36,Office Supplies,Los Angeles,United States,Chris Selesnick,0.2,Other,1,6/29/2013,CA-2013-161095,90032,Recycled Pressboard Report Cover with Reinforced Top Hinge,3,3,West,8,Corporate,6/29/2013,Same Day,California
Binders,0.35,35,0.35,Office Supplies,Los Angeles,United States,Alice McCarthy,0.2,Other,1,12-03-2014,CA-2014-109701,90032,Staples,3,6,West,9,Corporate,12-04-2014,Same Day,California
Appliances,0.3,30,0.3,Office Supplies,San Francisco,United States,Alan Schoenberger,0,Belkin,1,12-09-2014,CA-2014-117926,94109,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,21,1,West,69,Corporate,12/13/2014,Second Class,California
Labels,0.48,48,0.48,Office Supplies,Oakland,United States,Craig Yedwab,0,Avery,1,8/16/2013,CA-2013-166163,94601,Avery 488,2,1,West,3,Corporate,8/21/2013,Second Class,California
Labels,0.48,48,0.48,Office Supplies,Woodland,United States,Justin Ellison,0,Avery,1,10/21/2014,US-2014-146416,95695,Avery 510,2,1,West,4,Corporate,10/23/2014,Second Class,California
Paper,0.48,48,0.48,Office Supplies,Los Angeles,United States,Darren Budd,0,Xerox,1,12/14/2012,CA-2012-141593,90045,Xerox 23,3,1,West,6,Corporate,12/16/2012,Second Class,California
Storage,0.27,27,0.27,Office Supplies,Brentwood,United States,Brad Norvell,0,Other,1,12-07-2014,US-2014-149006,94513,Staples,3,1,West,11,Corporate,12-09-2014,Second Class,California
Storage,0.26,26,0.26,Office Supplies,Seattle,United States,Scot Coram,0,Other,1,08-04-2014,CA-2014-141747,98105,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",4,1,West,16,Corporate,08-09-2014,Second Class,Washington
Art,0.26,26,0.26,Office Supplies,Salinas,United States,Dave Poirier,0,Dixon,1,6/21/2013,CA-2013-152534,93905,DIXON Oriole Pencils,1,2,West,5,Corporate,6/26/2013,Second Class,California
Art,0.26,26,0.26,Office Supplies,Los Angeles,United States,Henry Goldwyn,0,Newell,1,1/28/2013,CA-2013-146437,90036,Newell 345,10,2,West,40,Corporate,02-01-2013,Second Class,California
Art,0.46,46,0.46,Office Supplies,Los Angeles,United States,Tom Stivers,0,Newell,1,8/27/2013,US-2013-100405,90045,Newell Chalk Holder,4,2,West,8,Corporate,8/29/2013,Second Class,California
Art,0.48,48,0.48,Office Supplies,Concord,United States,Anthony Rawles,0,Other,1,7/22/2014,CA-2014-118724,94521,Nontoxic Chalk,2,2,West,4,Corporate,7/26/2014,Second Class,California
Envelopes,0.48,48,0.48,Office Supplies,San Francisco,United States,Hilary Holden,0,Ampad,1,10/20/2014,CA-2014-131492,94110,Ampad #10 Peel & Seel Holiday Envelopes,4,2,West,9,Corporate,10/25/2014,Second Class,California
Labels,0.47,47,0.47,Office Supplies,Los Angeles,United States,Darrin Van Huff,0,Universal,1,6/13/2013,CA-2013-138688,90036,Self-Adhesive Address Labels for Typewriters by Universal,7,2,West,15,Corporate,6/17/2013,Second Class,California
Labels,0.48,48,0.48,Office Supplies,San Francisco,United States,Dionis Lloyd,0,Other,1,7/23/2013,CA-2013-144855,94110,Self-Adhesive Removable Labels,3,2,West,6,Corporate,7/25/2013,Second Class,California
Labels,0.49,49,0.49,Office Supplies,Los Angeles,United States,Cynthia Voltz,0,Avery,1,2/19/2014,CA-2014-164707,90045,Avery 493,5,2,West,10,Corporate,2/22/2014,Second Class,California
Paper,0.47,47,0.47,Office Supplies,Santa Clara,United States,Lisa Ryan,0,Message Book,1,09-07-2011,CA-2011-109918,95051,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",10,2,West,21,Corporate,09-12-2011,Second Class,California
Paper,0.49,49,0.49,Office Supplies,Santa Barbara,United States,David Bremer,0,Adams,1,12-06-2012,CA-2012-136700,93101,Spiral Phone Message Books with Labels by Adams,4,2,West,9,Corporate,12-11-2012,Second Class,California
Paper,0.49,49,0.49,Office Supplies,Los Angeles,United States,Rick Wilson,0,Other,1,9/19/2012,CA-2012-132815,90008,Personal Creations Ink Jet Cards and Labels,11,2,West,23,Corporate,9/22/2012,Second Class,California
Paper,0.5,50,0.5,Office Supplies,Las Vegas,United States,Jonathan Doherty,0,Xerox,1,12-12-2012,CA-2012-127481,89115,Xerox 1916,49,2,West,98,Corporate,12/15/2012,Second Class,Nevada
Storage,0,0,0,Office Supplies,Apple Valley,United States,Anthony Johnson,0,Sterilite,1,7/18/2014,CA-2014-142342,92307,Sterilite Show Offs Storage Containers,0,2,West,11,Corporate,7/20/2014,Second Class,California
Storage,0.07,7,0.07,Office Supplies,Los Angeles,United States,Laura Armstrong,0,Tennsco,1,9/25/2013,CA-2013-155187,90004,"Tennsco Lockers, Gray",3,2,West,42,Corporate,9/27/2013,Second Class,California
Storage,0.24,24,0.24,Office Supplies,Anaheim,United States,Dean Katz,0,Tennsco,1,6/30/2014,CA-2014-100650,92804,Tennsco 16-Compartment Lockers with Coat Rack,311,2,West,1296,Corporate,07-04-2014,Second Class,California
Storage,0.25,25,0.25,Office Supplies,San Francisco,United States,Sally Hughsby,0,Other,1,03-07-2014,CA-2014-125101,94109,"File Shuttle II and Handi-File, Black",17,2,West,68,Corporate,03-11-2014,Second Class,California
Storage,0.28,28,0.28,Office Supplies,Los Angeles,United States,Darren Budd,0,Other,1,05-04-2014,CA-2014-132178,90004,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",19,2,West,70,Corporate,05-09-2014,Second Class,California
Storage,0.25,25,0.25,Office Supplies,Provo,United States,Alan Schoenberger,0,Other,1,9/18/2014,CA-2014-112515,84604,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",65,2,West,262,Corporate,9/22/2014,Second Class,Utah
Supplies,0.27,27,0.27,Office Supplies,Seattle,United States,Candace McMahon,0,Acme,1,9/24/2013,CA-2013-110730,98115,Acme Design Stainless Steel Bent Scissors,4,2,West,14,Corporate,9/27/2013,Second Class,Washington
Appliances,0.27,27,0.27,Office Supplies,Los Angeles,United States,Muhammed MacIntyre,0,Kensington,1,9/22/2012,CA-2012-168760,90049,Kensington 6 Outlet Guardian Standard Surge Protector,17,3,West,61,Corporate,9/26/2012,Second Class,California
Art,0.29,29,0.29,Office Supplies,Seattle,United States,Ben Peterman,0,Other,1,12-11-2014,US-2014-140907,98103,Col-Erase Pencils with Erasers,5,3,West,18,Corporate,12/13/2014,Second Class,Washington
Envelopes,0.45,45,0.45,Office Supplies,Los Angeles,United States,Harry Marie,0,Tyvek,1,12-04-2012,CA-2012-118871,90049,Tyvek Side-Opening Peel & Seel Expanding Envelopes,122,3,West,271,Corporate,12-09-2012,Second Class,California
Labels,0.5,50,0.5,Office Supplies,Sunnyvale,United States,Kalyca Meade,0,Avery,1,12/17/2014,CA-2014-137463,94086,Avery 475,22,3,West,44,Corporate,12/21/2014,Second Class,California
Paper,0.46,46,0.46,Office Supplies,Los Angeles,United States,Noel Staavos,0,Xerox,1,4/16/2014,CA-2014-134635,90049,Xerox 1883,36,3,West,79,Corporate,4/18/2014,Second Class,California
Paper,0.47,47,0.47,Office Supplies,San Francisco,United States,Rachel Payne,0,Xerox,1,10/19/2011,CA-2011-155264,94110,Xerox 1917,69,3,West,147,Corporate,10/22/2011,Second Class,California
Paper,0.48,48,0.48,Office Supplies,Santa Ana,United States,Ken Heidel,0,Xerox,1,09-12-2014,CA-2014-166898,92704,Xerox 192,9,3,West,19,Corporate,9/14/2014,Second Class,California
Paper,0.49,49,0.49,Office Supplies,Inglewood,United States,Dan Reichenbach,0,Other,1,8/28/2014,CA-2014-161956,90301,White Computer Printout Paper by Universal,57,3,West,116,Corporate,8/30/2014,Second Class,California
Paper,0.49,49,0.49,Office Supplies,Provo,United States,Alan Schoenberger,0,Other,1,9/18/2014,CA-2014-112515,84604,Green Bar Computer Printout Paper,81,3,West,165,Corporate,9/22/2014,Second Class,Utah
Paper,0.48,48,0.48,Office Supplies,Seattle,United States,Pauline Webber,0,Xerox,1,6/28/2014,CA-2014-116988,98105,Xerox 1997,9,3,West,19,Corporate,6/30/2014,Second Class,Washington
Supplies,0.04,4,0.04,Office Supplies,San Francisco,United States,Edward Hooks,0,Other,1,3/14/2013,CA-2013-136301,94109,High Speed Automatic Electric Letter Opener,197,3,West,4913,Corporate,3/16/2013,Second Class,California
Supplies,0.3,30,0.3,Office Supplies,San Francisco,United States,Scott Cohen,0,Acme,1,11/15/2011,CA-2011-128622,94110,Acme Value Line Scissors,3,3,West,11,Corporate,11/17/2011,Second Class,California
Appliances,0.3,30,0.3,Office Supplies,Inglewood,United States,Dan Reichenbach,0,Other,1,8/28/2014,CA-2014-161956,90301,APC 7 Outlet Network SurgeArrest Surge Protector,97,4,West,322,Corporate,8/30/2014,Second Class,California
Envelopes,0.49,49,0.49,Office Supplies,San Francisco,United States,Dean Katz,0,Other,1,3/13/2013,CA-2013-127138,94109,Security-Tint Envelopes,15,4,West,31,Corporate,3/16/2013,Second Class,California
Paper,0.46,46,0.46,Office Supplies,Brentwood,United States,Laurel Workman,0,Wirebound,1,11/25/2011,CA-2011-164721,94513,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",12,4,West,27,Corporate,11/27/2011,Second Class,California
Storage,0.29,29,0.29,Office Supplies,San Francisco,United States,Kristen Hastings,0,Other,1,12/29/2014,CA-2014-163979,94110,Adjustable Depth Letter/Legal Cart,210,4,West,726,Corporate,01-03-2015,Second Class,California
Supplies,0.27,27,0.27,Office Supplies,Santa Clara,United States,Lisa Ryan,0,Acme,1,09-07-2011,CA-2011-109918,95051,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",7,4,West,27,Corporate,09-12-2011,Second Class,California
Appliances,0.26,26,0.26,Office Supplies,San Francisco,United States,Dean Katz,0,Euro Pro,1,3/13/2013,CA-2013-127138,94109,Euro-Pro Shark Turbo Vacuum,40,5,West,155,Corporate,3/16/2013,Second Class,California
Art,0.29,29,0.29,Office Supplies,Sunnyvale,United States,Kalyca Meade,0,Bulldog,1,12/17/2014,CA-2014-137463,94086,Bulldog Table or Wall-Mount Pencil Sharpener,9,5,West,30,Corporate,12/21/2014,Second Class,California
Art,0.26,26,0.26,Office Supplies,Seattle,United States,Saphhira Shifley,0,Newell,1,9/27/2012,CA-2012-143616,98103,Newell 334,26,5,West,99,Corporate,9/29/2012,Second Class,Washington
Envelopes,0.48,48,0.48,Office Supplies,Salinas,United States,Damala Kotsonis,0,Other,1,10/31/2012,US-2012-164448,93905,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7,5,West,15,Corporate,11-04-2012,Second Class,California
Envelopes,0.5,50,0.5,Office Supplies,Apple Valley,United States,Anthony Johnson,0,Peel & Seel,1,7/18/2014,CA-2014-142342,92307,"Peel & Seel Recycled Catalog Envelopes, Brown",29,5,West,58,Corporate,7/20/2014,Second Class,California
Labels,0.48,48,0.48,Office Supplies,San Francisco,United States,Rachel Payne,0,Avery,1,10/19/2011,CA-2011-155264,94110,Avery 480,9,5,West,19,Corporate,10/22/2011,Second Class,California
Labels,0.49,49,0.49,Office Supplies,Provo,United States,Alan Schoenberger,0,Avery,1,9/18/2014,CA-2014-112515,84604,Avery 514,7,5,West,14,Corporate,9/22/2014,Second Class,Utah
Paper,0.48,48,0.48,Office Supplies,Apple Valley,United States,Anthony Johnson,0,Xerox,1,7/18/2014,CA-2014-142342,92307,Xerox 221,16,5,West,32,Corporate,7/20/2014,Second Class,California
Paper,0.5,50,0.5,Office Supplies,Los Angeles,United States,Laura Armstrong,0,REDIFORM,1,9/25/2013,CA-2013-155187,90004,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",21,5,West,42,Corporate,9/27/2013,Second Class,California
Paper,0.49,49,0.49,Office Supplies,Las Vegas,United States,Jonathan Doherty,0,Xerox,1,12-12-2012,CA-2012-127481,89115,Xerox 1930,16,5,West,32,Corporate,12/15/2012,Second Class,Nevada
Storage,0.01,1,0.01,Office Supplies,San Francisco,United States,Dean Katz,0,Tennsco,1,3/13/2013,CA-2013-127138,94109,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",7,5,West,677,Corporate,3/16/2013,Second Class,California
Storage,0.02,2,0.02,Office Supplies,Los Angeles,United States,Matthew Clasen,0,Fellowes,1,2/21/2013,CA-2013-139010,90032,Fellowes Officeware Wire Shelving,9,5,West,449,Corporate,2/26/2013,Second Class,California
Storage,0.05,5,0.05,Office Supplies,Inglewood,United States,Dan Reichenbach,0,Other,1,8/28/2014,CA-2014-161956,90301,Sensible Storage WireTech Storage Systems,18,5,West,355,Corporate,8/30/2014,Second Class,California
Storage,0.12,12,0.12,Office Supplies,Seattle,United States,Ben Peterman,0,Fellowes,1,12-11-2014,US-2014-140907,98103,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,39,5,West,325,Corporate,12/13/2014,Second Class,Washington
Supplies,0.29,29,0.29,Office Supplies,Inglewood,United States,Dan Reichenbach,0,Acme,1,8/28/2014,CA-2014-161956,90301,Acme Preferred Stainless Steel Scissors,8,5,West,28,Corporate,8/30/2014,Second Class,California
Appliances,0.29,29,0.29,Office Supplies,Brentwood,United States,Laurel Workman,0,Belkin,1,11/25/2011,CA-2011-164721,94513,Belkin F9G930V10-GRY 9 Outlet Surge,93,6,West,321,Corporate,11/27/2011,Second Class,California
Paper,0.45,45,0.45,Office Supplies,Laguna Niguel,United States,Edward Becker,0,Adams,1,11/26/2014,CA-2014-161459,92677,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",15,6,West,34,Corporate,11/30/2014,Second Class,California
Paper,0.48,48,0.48,Office Supplies,Salinas,United States,Dave Poirier,0,Xerox,1,6/21/2013,CA-2013-152534,93905,Xerox 202,19,6,West,39,Corporate,6/26/2013,Second Class,California
Storage,0.06,6,0.06,Office Supplies,Seattle,United States,Candace McMahon,0,Fellowes,1,8/22/2014,CA-2014-121489,98115,Fellowes Stor/Drawer Steel Plus Storage Drawers,34,6,West,573,Corporate,8/26/2014,Second Class,Washington
Appliances,0.29,29,0.29,Office Supplies,Los Angeles,United States,Jason Klamczynski,0,Fellowes,1,3/19/2014,CA-2014-122007,90032,Fellowes Basic Home/Office Series Surge Protectors,26,7,West,91,Corporate,3/21/2014,Second Class,California
Art,0.28,28,0.28,Office Supplies,Thousand Oaks,United States,George Zrebassa,0,Sanford,1,06-11-2014,CA-2014-137001,91360,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4,7,West,15,Corporate,6/14/2014,Second Class,California
Paper,0.45,45,0.45,Office Supplies,Provo,United States,John Grady,0,Adams,1,11/18/2011,CA-2011-104829,84604,"Adams ""While You Were Out"" Message Pads",10,7,West,22,Corporate,11/21/2011,Second Class,Utah
Storage,0.29,29,0.29,Office Supplies,Spokane,United States,Bart Watters,0,Other,1,09-01-2014,CA-2014-154074,99207,"Sortfiler Multipurpose Personal File Organizer, Black",43,7,West,150,Corporate,09-03-2014,Second Class,Washington
Storage,0.06,6,0.06,Office Supplies,Los Angeles,United States,Darren Budd,0,Fellowes,1,05-04-2014,CA-2014-132178,90004,Fellowes Stor/Drawer Steel Plus Storage Drawers,46,8,West,763,Corporate,05-09-2014,Second Class,California
Labels,0.48,48,0.48,Office Supplies,San Francisco,United States,Hilary Holden,0,Avery,1,10/20/2014,CA-2014-131492,94110,Avery 518,15,10,West,32,Corporate,10/25/2014,Second Class,California
Labels,0.46,46,0.46,Office Supplies,Salinas,United States,Damala Kotsonis,0,Avery,1,10/31/2012,US-2012-164448,93905,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",197,14,West,427,Corporate,11-04-2012,Second Class,California
Binders,0.38,38,0.38,Office Supplies,San Francisco,United States,Rachel Payne,0.2,ACCOHIDE,1,10/19/2011,CA-2011-155264,94110,Accohide Poly Flexible Ring Binders,1,1,West,3,Corporate,10/22/2011,Second Class,California
Paper,0.35,35,0.35,Office Supplies,Eugene,United States,Tracy Poddar,0.2,Xerox,1,11-05-2013,CA-2013-163328,97405,Xerox 1887,5,1,West,15,Corporate,11-07-2013,Second Class,Oregon
Storage,0.06,6,0.06,Office Supplies,Glendale,United States,Maya Herman,0.2,Other,1,03-11-2013,CA-2013-108959,85301,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",7,1,West,105,Corporate,3/15/2013,Second Class,Arizona
Binders,0.34,34,0.34,Office Supplies,Salinas,United States,Heather Kirkland,0.2,GBC,1,08-02-2014,CA-2014-124576,93905,GBC Prestige Therm-A-Bind Covers,19,2,West,55,Corporate,08-05-2014,Second Class,California
Binders,0.34,34,0.34,Office Supplies,Salinas,United States,Damala Kotsonis,0.2,Other,1,10/31/2012,US-2012-164448,93905,Prestige Round Ring Binders,3,2,West,10,Corporate,11-04-2012,Second Class,California
Binders,0.35,35,0.35,Office Supplies,Inglewood,United States,Dan Reichenbach,0.2,GBC,1,8/28/2014,CA-2014-161956,90301,GBC DocuBind 300 Electric Binding Machine,295,2,West,842,Corporate,8/30/2014,Second Class,California
Binders,0.38,38,0.38,Office Supplies,Sunnyvale,United States,Kalyca Meade,0.2,ACCOHIDE,1,12/17/2014,CA-2014-137463,94086,Accohide Poly Flexible Ring Binders,2,2,West,6,Corporate,12/21/2014,Second Class,California
Binders,0.38,38,0.38,Office Supplies,Los Angeles,United States,Darren Budd,0.2,Ibico,1,12/14/2012,CA-2012-141593,90045,Ibico Recycled Grain-Textured Covers,21,2,West,55,Corporate,12/16/2012,Second Class,California
Binders,0.38,38,0.38,Office Supplies,Los Angeles,United States,Barry Französisch,0.2,XtraLife,1,08-03-2013,CA-2013-156265,90032,XtraLife ClearVue Slant-D Ring Binders by Cardinal,5,2,West,13,Corporate,08-05-2013,Second Class,California
Binders,0.35,35,0.35,Office Supplies,Provo,United States,Alan Schoenberger,0.2,GBC,1,9/18/2014,CA-2014-112515,84604,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",9,2,West,26,Corporate,9/22/2014,Second Class,Utah
Binders,0.33,33,0.33,Office Supplies,Los Angeles,United States,Jill Stevenson,0.2,Fellowes,1,4/25/2012,CA-2012-143602,90045,Fellowes Black Plastic Comb Bindings,5,3,West,14,Corporate,4/28/2012,Second Class,California
Binders,0.34,34,0.34,Office Supplies,Los Angeles,United States,Darren Budd,0.2,GBC,1,12/14/2012,CA-2012-141593,90045,"GBC Laser Imprintable Binding System Covers, Desert Sand",12,3,West,34,Corporate,12/16/2012,Second Class,California
Binders,0.34,34,0.34,Office Supplies,Sacramento,United States,Linda Cazamias,0.2,Pressboard,1,08-05-2013,CA-2013-111913,95823,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4,3,West,12,Corporate,08-07-2013,Second Class,California
Binders,0.34,34,0.34,Office Supplies,Sacramento,United States,Linda Cazamias,0.2,Wilson Jones,1,08-05-2013,CA-2013-111913,95823,Wilson Jones Leather-Like Binders with DublLock Round Rings,7,3,West,21,Corporate,08-07-2013,Second Class,California
Binders,0.33,33,0.33,Office Supplies,Provo,United States,Alan Schoenberger,0.2,Avery,1,9/18/2014,CA-2014-112515,84604,Avery Non-Stick Binders,4,3,West,11,Corporate,9/22/2014,Second Class,Utah
Binders,0.34,34,0.34,Office Supplies,Pleasant Grove,United States,Ken Heidel,0.2,Wilson Jones,1,02-03-2012,CA-2012-132633,84062,Wilson Jones Standard D-Ring Binders,4,3,West,12,Corporate,02-05-2012,Second Class,Utah
Binders,0.36,36,0.36,Office Supplies,Provo,United States,Alan Schoenberger,0.2,Acco,1,9/18/2014,CA-2014-112515,84604,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4,3,West,12,Corporate,9/22/2014,Second Class,Utah
Binders,0.36,36,0.36,Office Supplies,Seattle,United States,Nick Crebassa,0.2,GBC,1,11-11-2014,CA-2014-163874,98105,GBC Imprintable Covers,10,3,West,26,Corporate,11/13/2014,Second Class,Washington
Fasteners,0.33,33,0.33,Office Supplies,Louisville,United States,Bart Pistole,0.2,Other,1,2/21/2014,CA-2014-105445,80027,Staples,3,3,West,9,Corporate,2/26/2014,Second Class,Colorado
Labels,0.33,33,0.33,Office Supplies,Arvada,United States,Ben Peterman,0.2,Avery,1,9/13/2013,CA-2013-142902,80004,Avery 509,2,3,West,6,Corporate,9/15/2013,Second Class,Colorado
Paper,0.35,35,0.35,Office Supplies,Eugene,United States,Tracy Poddar,0.2,Southworth,1,11-05-2013,CA-2013-163328,97405,Southworth 25% Cotton Premium Laser Paper and Envelopes,17,3,West,48,Corporate,11-07-2013,Second Class,Oregon
Art,0.11,11,0.11,Office Supplies,Yuma,United States,Dario Medina,0.2,Newell,1,9/30/2013,CA-2013-106621,85364,Newell 351,1,4,West,10,Corporate,10-02-2013,Second Class,Arizona
Binders,0.35,35,0.35,Office Supplies,Los Angeles,United States,Matthew Clasen,0.2,Wilson Jones,1,2/21/2013,CA-2013-139010,90032,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",6,4,West,19,Corporate,2/26/2013,Second Class,California
Binders,0.36,36,0.36,Office Supplies,Woodland,United States,Justin Ellison,0.2,Wilson Jones,1,10/21/2014,US-2014-146416,95695,Wilson Jones Four-Pocket Poly Binders,8,4,West,21,Corporate,10/23/2014,Second Class,California
Binders,0.31,31,0.31,Office Supplies,Salinas,United States,Damala Kotsonis,0.2,Acco,1,10/31/2012,US-2012-164448,93905,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",9,5,West,30,Corporate,11-04-2012,Second Class,California
Binders,0.34,34,0.34,Office Supplies,Oceanside,United States,Andy Yotov,0.2,Other,1,12/17/2014,CA-2014-137428,92054,Prestige Round Ring Binders,8,5,West,24,Corporate,12/22/2014,Second Class,California
Binders,0.35,35,0.35,Office Supplies,Los Angeles,United States,Eleni McCrary,0.2,Other,1,06-07-2012,CA-2012-142041,90036,Staples,3,5,West,8,Corporate,06-09-2012,Second Class,California
Labels,0.33,33,0.33,Office Supplies,Phoenix,United States,Eudokia Martin,0.2,Avery,1,11/21/2012,US-2012-159499,85023,Avery 506,5,5,West,17,Corporate,11/23/2012,Second Class,Arizona
Appliances,0.09,9,0.09,Office Supplies,Phoenix,United States,Eudokia Martin,0.2,Fellowes,1,11/21/2012,US-2012-159499,85023,Fellowes Command Center 5-outlet power strip,28,6,West,326,Corporate,11/23/2012,Second Class,Arizona
Binders,0.35,35,0.35,Office Supplies,San Francisco,United States,Rachel Payne,0.2,Avery,1,10/19/2011,CA-2011-155264,94110,Avery Durable Slant Ring Binders With Label Holder,7,6,West,20,Corporate,10/22/2011,Second Class,California
Binders,0.35,35,0.35,Office Supplies,Los Angeles,United States,Matthew Clasen,0.2,Avery,1,2/21/2013,CA-2013-139010,90032,Avery Heavy-Duty EZD  Binder With Locking Rings,11,7,West,31,Corporate,2/26/2013,Second Class,California
Binders,0.36,36,0.36,Office Supplies,San Francisco,United States,Victoria Wilson,0.2,Acco,1,02-12-2014,CA-2014-116204,94110,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",8,7,West,21,Corporate,2/15/2014,Second Class,California
Supplies,-0.24,-24,-0.24,Office Supplies,Eugene,United States,Tracy Poddar,0.2,Other,1,11-05-2013,CA-2013-163328,97405,Serrated Blade or Curved Handle Hand Letter Openers,-4,7,West,18,Corporate,11-07-2013,Second Class,Oregon
Labels,0.36,36,0.36,Office Supplies,Eugene,United States,Tracy Poddar,0.2,Other,1,11-05-2013,CA-2013-163328,97405,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",228,8,West,629,Corporate,11-07-2013,Second Class,Oregon
Binders,0.35,35,0.35,Office Supplies,Seattle,United States,Rachel Payne,0.2,Avery,1,8/22/2013,CA-2013-167983,98115,Avery Durable Slant Ring Binders With Label Holder,12,10,West,33,Corporate,8/25/2013,Second Class,Washington
Binders,-0.83,-83,-0.83,Office Supplies,Loveland,United States,Pamela Coakley,0.7,Avery,1,12/29/2014,US-2014-162068,80538,Avery Reinforcements for Hole-Punch Pages,-1,2,West,1,Corporate,01-01-2015,Second Class,Colorado
Appliances,0.27,27,0.27,Office Supplies,San Francisco,United States,Charles Sheldon,0,Hoover,1,5/13/2014,CA-2014-117632,94122,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,2,1,West,8,Corporate,5/19/2014,Standard Class,California
Art,0.27,27,0.27,Office Supplies,Long Beach,United States,Tiffany House,0,Newell,1,11-04-2011,US-2011-134187,90805,Newell 343,1,1,West,3,Corporate,11-11-2011,Standard Class,California
Envelopes,0.46,46,0.46,Office Supplies,Los Angeles,United States,Sung Pak,0,Other,1,03-05-2014,CA-2014-110478,90045,"White Envelopes, White Envelopes with Clear Poly Window",7,1,West,15,Corporate,03-10-2014,Standard Class,California
Envelopes,0.5,50,0.5,Office Supplies,San Francisco,United States,Linda Southworth,0,Other,1,1/13/2014,CA-2014-108000,94110,Staples,5,1,West,10,Corporate,1/17/2014,Standard Class,California
Labels,0.48,48,0.48,Office Supplies,Roseville,United States,Damala Kotsonis,0,Other,1,7/22/2013,CA-2013-160941,95661,Self-Adhesive Removable Labels,2,1,West,3,Corporate,7/27/2013,Standard Class,California
Paper,0.48,48,0.48,Office Supplies,Los Angeles,United States,Jim Sink,0,Xerox,1,9/18/2013,CA-2013-109806,90036,Xerox 1995,3,1,West,6,Corporate,9/23/2013,Standard Class,California
Paper,0.48,48,0.48,Office Supplies,Seattle,United States,Chris Selesnick,0,Xerox,1,1/24/2014,CA-2014-139080,98103,Xerox 192,3,1,West,6,Corporate,1/29/2014,Standard Class,Washington
Paper,0.48,48,0.48,Office Supplies,Seattle,United States,Edward Hooks,0,Xerox,1,12/24/2013,CA-2013-135776,98103,Xerox 1911,23,1,West,48,Corporate,12/31/2013,Standard Class,Washington
Storage,0.04,4,0.04,Office Supplies,San Francisco,United States,David Smith,0,Carina,1,8/21/2012,CA-2012-130456,94122,Carina Double Wide Media Storage Towers in Natural & Black,3,1,West,81,Corporate,8/26/2012,Standard Class,California
Storage,0.26,26,0.26,Office Supplies,San Francisco,United States,Denise Monton,0,SAFCO,1,12-09-2014,CA-2014-108854,94109,"SAFCO Mobile Desk Side File, Wire Frame",11,1,West,43,Corporate,12/15/2014,Standard Class,California
Storage,0.28,28,0.28,Office Supplies,San Francisco,United States,Matt Hagelstein,0,Other,1,7/29/2014,CA-2014-130841,94110,Super Decoflex Portable Personal File,4,1,West,15,Corporate,08-02-2014,Standard Class,California
Storage,0.29,29,0.29,Office Supplies,Los Angeles,United States,Julie Creighton,0,Other,1,12/24/2011,US-2011-167738,90045,Letter Size Cart,41,1,West,143,Corporate,12/29/2011,Standard Class,California
Supplies,0.26,26,0.26,Office Supplies,Anaheim,United States,Christine Abelman,0,Fiskars,1,12/18/2014,CA-2014-120936,92804,Fiskars Spring-Action Scissors,4,1,West,14,Corporate,12/22/2014,Standard Class,California
Appliances,0.26,26,0.26,Office Supplies,Los Angeles,United States,Mike Caudle,0,Hoover,1,12/27/2013,CA-2013-129868,90004,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",2,2,West,8,Corporate,01-01-2014,Standard Class,California
